date,line,shift,planned_min,downtime_min,ideal_units_per_min,total_units,good_units,scrap_units,downtime_reason
2026-06-08,Line C,A,480,45,1.6,430,408,22,Planned Maintenance
2026-06-08,Line C,B,480,10,1.6,674,668,6,Changeover
2026-06-08,Line C,C,480,0,1.6,635,595,40,Material Shortage
2026-06-08,Line D,A,480,0,1.6,396,382,14,Planned Maintenance
2026-06-08,Line D,B,480,20,1.6,677,636,41,Changeover
2026-06-08,Line D,C,480,30,1.6,645,621,24,Machine Failure
2026-06-09,Line A,A,480,45,1.6,717,706,11,Machine Failure
2026-06-09,Line A,B,480,20,1.6,491,449,42,Material Shortage
2026-06-09,Line A,C,480,0,1.6,687,647,40,No Downtime
2026-06-09,Line B,A,480,20,1.6,675,624,51,Changeover
2026-06-09,Line B,B,480,10,1.6,573,540,33,Machine Failure
2026-06-09,Line B,C,480,90,1.6,570,564,6,Material Shortage
2026-06-09,Line C,A,480,90,1.6,487,428,59,Changeover
2026-06-09,Line C,B,480,45,1.6,530,478,52,Planned Maintenance
2026-06-09,Line C,C,480,30,1.6,536,516,20,Planned Maintenance
2026-06-09,Line D,A,480,90,1.6,632,580,52,Material Shortage
2026-06-09,Line D,B,480,20,1.6,420,414,6,Machine Failure
2026-06-09,Line D,C,480,45,1.6,716,662,54,Material Shortage
2026-06-10,Line A,A,480,45,1.6,665,622,43,Material Shortage
2026-06-10,Line A,B,480,30,1.6,418,396,22,Planned Maintenance
2026-06-10,Line A,C,480,10,1.6,419,387,32,Planned Maintenance
2026-06-10,Line B,A,480,30,1.6,718,711,7,Quality Hold
2026-06-10,Line B,B,480,0,1.6,502,491,11,Quality Hold
2026-06-10,Line B,C,480,45,1.6,685,664,21,No Downtime
2026-06-10,Line C,A,480,30,1.6,517,481,36,Machine Failure
2026-06-10,Line C,B,480,45,1.6,563,546,17,Machine Failure
2026-06-10,Line C,C,480,20,1.6,380,350,30,No Downtime
2026-06-10,Line D,A,480,10,1.6,646,594,52,Material Shortage
2026-06-10,Line D,B,480,0,1.6,495,481,14,Material Shortage
2026-06-10,Line D,C,480,45,1.6,700,667,33,Planned Maintenance
2026-06-11,Line A,A,480,20,1.6,671,661,10,No Downtime
2026-06-11,Line A,B,480,60,1.6,563,522,41,Quality Hold
2026-06-11,Line A,C,480,30,1.6,672,647,25,Material Shortage
2026-06-11,Line B,A,480,30,1.6,423,405,18,Changeover
2026-06-11,Line B,B,480,20,1.6,667,648,19,No Downtime
2026-06-11,Line B,C,480,10,1.6,629,607,22,Quality Hold
2026-06-11,Line C,A,480,10,1.6,461,415,46,Quality Hold
2026-06-11,Line C,B,480,20,1.6,541,488,53,No Downtime
2026-06-11,Line C,C,480,45,1.6,581,536,45,Changeover
2026-06-11,Line D,A,480,60,1.6,508,475,33,Changeover
2026-06-11,Line D,B,480,120,1.6,711,657,54,Changeover
2026-06-11,Line D,C,480,60,1.6,638,593,45,Quality Hold
2026-06-12,Line A,A,480,45,1.6,546,535,11,Material Shortage
2026-06-12,Line A,B,480,60,1.6,726,715,11,Material Shortage
2026-06-12,Line A,C,480,10,1.6,748,712,36,Material Shortage
2026-06-12,Line B,A,480,0,1.6,667,632,35,No Downtime
2026-06-12,Line B,B,480,20,1.6,638,579,59,No Downtime
2026-06-12,Line B,C,480,20,1.6,642,628,14,Changeover
2026-06-12,Line C,A,480,0,1.6,406,397,9,Machine Failure
2026-06-12,Line C,B,480,45,1.6,619,582,37,No Downtime
2026-06-12,Line C,C,480,20,1.6,419,363,56,No Downtime
2026-06-12,Line D,A,480,90,1.6,492,459,33,No Downtime
2026-06-12,Line D,B,480,0,1.6,619,567,52,Material Shortage
2026-06-12,Line D,C,480,45,1.6,663,610,53,No Downtime
2026-06-13,Line A,A,480,30,1.6,430,398,32,No Downtime
2026-06-13,Line A,B,480,60,1.6,519,485,34,No Downtime
2026-06-13,Line A,C,480,0,1.6,647,600,47,No Downtime
2026-06-13,Line B,A,480,10,1.6,496,451,45,Machine Failure
2026-06-13,Line B,B,480,30,1.6,619,599,20,Planned Maintenance
2026-06-13,Line B,C,480,0,1.6,452,439,13,Machine Failure
2026-06-13,Line C,A,480,45,1.6,485,479,6,No Downtime
2026-06-13,Line C,B,480,30,1.6,576,528,48,Material Shortage
2026-06-13,Line C,C,480,10,1.6,615,561,54,Material Shortage
2026-06-13,Line D,A,480,60,1.6,774,717,57,Machine Failure
2026-06-13,Line D,B,480,45,1.6,533,504,29,Machine Failure
2026-06-13,Line D,C,480,20,1.6,418,413,5,No Downtime
2026-06-14,Line A,A,480,90,1.6,637,611,26,Changeover
2026-06-14,Line A,B,480,90,1.6,426,373,53,No Downtime
2026-06-14,Line A,C,480,20,1.6,664,647,17,No Downtime
2026-06-14,Line B,A,480,45,1.6,588,551,37,Changeover
2026-06-14,Line B,B,480,20,1.6,681,663,18,Changeover
2026-06-14,Line B,C,480,0,1.6,495,459,36,Machine Failure
2026-06-14,Line C,A,480,120,1.6,474,469,5,Planned Maintenance
2026-06-14,Line C,B,480,45,1.6,630,619,11,Changeover
2026-06-14,Line C,C,480,30,1.6,392,375,17,Material Shortage
2026-06-14,Line D,A,480,45,1.6,609,597,12,Planned Maintenance
2026-06-14,Line D,B,480,20,1.6,550,492,58,Quality Hold
2026-06-14,Line D,C,480,30,1.6,713,670,43,Planned Maintenance
2026-06-15,Line A,A,480,10,1.6,527,471,56,Machine Failure
2026-06-15,Line A,B,480,90,1.6,615,588,27,Machine Failure
2026-06-15,Line A,C,480,120,1.6,521,511,10,Material Shortage
2026-06-15,Line B,A,480,0,1.6,599,546,53,Machine Failure
2026-06-15,Line B,B,480,45,1.6,520,512,8,Planned Maintenance
2026-06-15,Line B,C,480,10,1.6,529,491,38,No Downtime
2026-06-15,Line C,A,480,0,1.6,550,527,23,Quality Hold
2026-06-15,Line C,B,480,45,1.6,722,666,56,Planned Maintenance
2026-06-15,Line C,C,480,120,1.6,423,417,6,Material Shortage
2026-06-15,Line D,A,480,45,1.6,647,595,52,Planned Maintenance
2026-06-15,Line D,B,480,45,1.6,614,606,8,Material Shortage
2026-06-15,Line D,C,480,45,1.6,431,381,50,Quality Hold
2026-06-16,Line A,A,480,10,1.6,444,439,5,Material Shortage
2026-06-16,Line A,B,480,0,1.6,597,547,50,Planned Maintenance
2026-06-16,Line A,C,480,20,1.6,634,585,49,Planned Maintenance
2026-06-16,Line B,A,480,20,1.6,402,385,17,Material Shortage
2026-06-16,Line B,B,480,45,1.6,583,548,35,Quality Hold
2026-06-16,Line B,C,480,120,1.6,445,436,9,Planned Maintenance
2026-06-16,Line C,A,480,10,1.6,457,405,52,Changeover
2026-06-16,Line C,B,480,90,1.6,500,490,10,Machine Failure
2026-06-16,Line C,C,480,120,1.6,367,359,8,No Downtime
2026-06-16,Line D,A,480,10,1.6,626,621,5,Changeover
2026-06-16,Line D,B,480,30,1.6,482,475,7,Machine Failure
2026-06-16,Line D,C,480,0,1.6,481,432,49,Planned Maintenance
2026-06-17,Line A,A,480,10,1.6,418,386,32,Planned Maintenance
2026-06-17,Line A,B,480,10,1.6,492,471,21,No Downtime
2026-06-17,Line A,C,480,20,1.6,596,556,40,Quality Hold
2026-06-17,Line B,A,480,60,1.6,615,610,5,Machine Failure
2026-06-17,Line B,B,480,0,1.6,680,650,30,Planned Maintenance
2026-06-17,Line B,C,480,0,1.6,452,412,40,No Downtime
2026-06-17,Line C,A,480,30,1.6,739,712,27,Changeover
2026-06-17,Line C,B,480,45,1.6,408,400,8,Quality Hold
2026-06-17,Line C,C,480,0,1.6,597,538,59,Planned Maintenance
2026-06-17,Line D,A,480,90,1.6,759,701,58,Planned Maintenance
2026-06-17,Line D,B,480,30,1.6,542,521,21,Quality Hold
2026-06-17,Line D,C,480,0,1.6,624,591,33,Quality Hold
2026-06-18,Line A,A,480,0,1.6,627,622,5,Quality Hold
2026-06-18,Line A,B,480,20,1.6,634,614,20,Planned Maintenance
2026-06-18,Line A,C,480,45,1.6,509,459,50,No Downtime
2026-06-18,Line B,A,480,60,1.6,623,577,46,Quality Hold
2026-06-18,Line B,B,480,90,1.6,569,515,54,Quality Hold
2026-06-18,Line B,C,480,10,1.6,411,366,45,Changeover
2026-06-18,Line C,A,480,10,1.6,676,662,14,Machine Failure
2026-06-18,Line C,B,480,0,1.6,702,673,29,Machine Failure
2026-06-18,Line C,C,480,45,1.6,651,634,17,Planned Maintenance
2026-06-18,Line D,A,480,120,1.6,493,445,48,Planned Maintenance
2026-06-18,Line D,B,480,20,1.6,573,561,12,Quality Hold
2026-06-18,Line D,C,480,120,1.6,482,449,33,Planned Maintenance
2026-06-19,Line A,A,480,0,1.6,465,422,43,Machine Failure
2026-06-19,Line A,B,480,45,1.6,518,489,29,Machine Failure
2026-06-19,Line A,C,480,0,1.6,668,662,6,Material Shortage
2026-06-19,Line B,A,480,60,1.6,505,459,46,No Downtime
2026-06-19,Line B,B,480,45,1.6,475,429,46,Changeover
2026-06-19,Line B,C,480,20,1.6,480,422,58,No Downtime
2026-06-19,Line C,A,480,120,1.6,484,455,29,Machine Failure
2026-06-19,Line C,B,480,90,1.6,650,637,13,No Downtime
2026-06-19,Line C,C,480,10,1.6,744,704,40,Changeover
2026-06-19,Line D,A,480,20,1.6,510,494,16,Changeover
2026-06-19,Line D,B,480,10,1.6,487,481,6,No Downtime
2026-06-19,Line D,C,480,45,1.6,692,633,59,No Downtime
2026-06-20,Line A,A,480,0,1.6,610,592,18,Planned Maintenance
2026-06-20,Line A,B,480,90,1.6,620,570,50,Changeover
2026-06-20,Line A,C,480,10,1.6,726,689,37,Quality Hold
2026-06-20,Line B,A,480,60,1.6,749,704,45,No Downtime
2026-06-20,Line B,B,480,20,1.6,591,572,19,Changeover
2026-06-20,Line B,C,480,45,1.6,689,672,17,No Downtime
2026-06-20,Line C,A,480,20,1.6,405,385,20,Planned Maintenance
2026-06-20,Line C,B,480,90,1.6,457,438,19,No Downtime
2026-06-20,Line C,C,480,20,1.6,636,583,53,Machine Failure
2026-06-20,Line D,A,480,20,1.6,514,491,23,Quality Hold
2026-06-20,Line D,B,480,10,1.6,494,475,19,Material Shortage
2026-06-20,Line D,C,480,10,1.6,475,448,27,Quality Hold
2026-06-21,Line A,A,480,0,1.6,415,368,47,Machine Failure
2026-06-21,Line A,B,480,20,1.6,424,414,10,Quality Hold
2026-06-21,Line A,C,480,0,1.6,741,714,27,No Downtime
2026-06-21,Line B,A,480,30,1.6,580,558,22,No Downtime
2026-06-21,Line B,B,480,45,1.6,609,598,11,Planned Maintenance
2026-06-21,Line B,C,480,30,1.6,699,658,41,Planned Maintenance
2026-06-21,Line C,A,480,0,1.6,483,453,30,Changeover
2026-06-21,Line C,B,480,60,1.6,624,608,16,Planned Maintenance
2026-06-21,Line C,C,480,10,1.6,738,688,50,Material Shortage
2026-06-21,Line D,A,480,30,1.6,595,560,35,No Downtime
2026-06-21,Line D,B,480,20,1.6,743,688,55,No Downtime
2026-06-21,Line D,C,480,60,1.6,698,676,22,Changeover
2026-06-22,Line A,A,480,30,1.6,690,676,14,Quality Hold
2026-06-22,Line A,B,480,90,1.6,676,630,46,Material Shortage
2026-06-22,Line A,C,480,45,1.6,532,489,43,Planned Maintenance
2026-06-22,Line B,A,480,90,1.6,413,363,50,Changeover
2026-06-22,Line B,B,480,10,1.6,540,534,6,Machine Failure
2026-06-22,Line B,C,480,10,1.6,682,639,43,Quality Hold
2026-06-22,Line C,A,480,10,1.6,513,475,38,Quality Hold
2026-06-22,Line C,B,480,60,1.6,506,496,10,Quality Hold
2026-06-22,Line C,C,480,45,1.6,473,455,18,Changeover
2026-06-22,Line D,A,480,90,1.6,423,373,50,No Downtime
2026-06-22,Line D,B,480,30,1.6,425,370,55,Quality Hold
2026-06-22,Line D,C,480,30,1.6,662,611,51,Changeover
2026-06-23,Line A,A,480,20,1.6,464,433,31,Planned Maintenance
2026-06-23,Line A,B,480,20,1.6,484,432,52,Quality Hold
2026-06-23,Line A,C,480,0,1.6,563,537,26,Material Shortage
2026-06-23,Line B,A,480,30,1.6,471,455,16,Planned Maintenance
2026-06-23,Line B,B,480,30,1.6,653,612,41,Material Shortage
2026-06-23,Line B,C,480,10,1.6,625,577,48,Changeover
2026-06-23,Line C,A,480,60,1.6,499,442,57,Changeover
2026-06-23,Line C,B,480,0,1.6,431,417,14,No Downtime
2026-06-23,Line C,C,480,60,1.6,631,593,38,No Downtime
2026-06-23,Line D,A,480,30,1.6,711,652,59,No Downtime
2026-06-23,Line D,B,480,10,1.6,392,363,29,Quality Hold
2026-06-23,Line D,C,480,10,1.6,630,598,32,Planned Maintenance
2026-06-24,Line A,A,480,10,1.6,666,622,44,Machine Failure
2026-06-24,Line A,B,480,20,1.6,670,647,23,No Downtime
2026-06-24,Line A,C,480,30,1.6,530,484,46,Quality Hold
2026-06-24,Line B,A,480,0,1.6,416,357,59,Planned Maintenance
2026-06-24,Line B,B,480,90,1.6,500,461,39,Changeover
2026-06-24,Line B,C,480,0,1.6,713,687,26,No Downtime
2026-06-24,Line C,A,480,90,1.6,400,361,39,Material Shortage
2026-06-24,Line C,B,480,45,1.6,553,508,45,Machine Failure
2026-06-24,Line C,C,480,30,1.6,398,355,43,No Downtime
2026-06-24,Line D,A,480,10,1.6,596,549,47,Material Shortage
2026-06-24,Line D,B,480,10,1.6,487,437,50,Material Shortage
2026-06-24,Line D,C,480,0,1.6,449,428,21,Machine Failure
2026-06-25,Line A,A,480,20,1.6,442,405,37,No Downtime
2026-06-25,Line A,B,480,60,1.6,726,674,52,No Downtime
2026-06-25,Line A,C,480,90,1.6,498,469,29,Machine Failure
2026-06-25,Line B,A,480,120,1.6,444,402,42,Machine Failure
2026-06-25,Line B,B,480,30,1.6,419,400,19,Material Shortage
2026-06-25,Line B,C,480,10,1.6,667,652,15,Changeover
2026-06-25,Line C,A,480,10,1.6,476,424,52,Material Shortage
2026-06-25,Line C,B,480,30,1.6,598,579,19,Machine Failure
2026-06-25,Line C,C,480,0,1.6,672,620,52,Changeover
2026-06-25,Line D,A,480,45,1.6,678,632,46,No Downtime
2026-06-25,Line D,B,480,30,1.6,715,701,14,Changeover
2026-06-25,Line D,C,480,10,1.6,597,575,22,Quality Hold
2026-06-26,Line A,A,480,20,1.6,686,651,35,Planned Maintenance
2026-06-26,Line A,B,480,60,1.6,720,690,30,Changeover
2026-06-26,Line A,C,480,60,1.6,434,382,52,Material Shortage
2026-06-26,Line B,A,480,30,1.6,683,636,47,No Downtime
2026-06-26,Line B,B,480,20,1.6,698,688,10,Material Shortage
2026-06-26,Line B,C,480,30,1.6,465,450,15,Changeover
2026-06-26,Line C,A,480,20,1.6,599,572,27,Quality Hold
2026-06-26,Line C,B,480,0,1.6,463,421,42,Material Shortage
2026-06-26,Line C,C,480,45,1.6,665,643,22,Changeover
2026-06-26,Line D,A,480,90,1.6,569,519,50,Quality Hold
2026-06-26,Line D,B,480,60,1.6,712,666,46,Planned Maintenance
2026-06-26,Line D,C,480,0,1.6,734,702,32,Changeover
2026-06-27,Line A,A,480,90,1.6,741,711,30,Planned Maintenance
2026-06-27,Line A,B,480,10,1.6,711,700,11,Material Shortage
2026-06-27,Line A,C,480,90,1.6,637,610,27,No Downtime
2026-06-27,Line B,A,480,90,1.6,582,538,44,Machine Failure
2026-06-27,Line B,B,480,120,1.6,521,495,26,Quality Hold
2026-06-27,Line B,C,480,10,1.6,490,441,49,Quality Hold
2026-06-27,Line C,A,480,20,1.6,658,605,53,Quality Hold
2026-06-27,Line C,B,480,0,1.6,403,368,35,Material Shortage
2026-06-27,Line C,C,480,30,1.6,635,588,47,Machine Failure
2026-06-27,Line D,A,480,30,1.6,554,527,27,Quality Hold
2026-06-27,Line D,B,480,0,1.6,443,425,18,Changeover
2026-06-27,Line D,C,480,10,1.6,770,719,51,No Downtime
2026-06-28,Line A,A,480,20,1.6,416,399,17,Quality Hold
2026-06-28,Line A,B,480,10,1.6,383,350,33,Machine Failure
2026-06-28,Line A,C,480,20,1.6,631,602,29,Planned Maintenance
2026-06-28,Line B,A,480,20,1.6,589,552,37,Material Shortage
2026-06-28,Line B,B,480,10,1.6,619,562,57,Material Shortage
2026-06-28,Line B,C,480,45,1.6,413,360,53,Changeover
2026-06-28,Line C,A,480,45,1.6,383,360,23,Planned Maintenance
2026-06-28,Line C,B,480,20,1.6,526,486,40,No Downtime
2026-06-28,Line C,C,480,10,1.6,525,516,9,Planned Maintenance
2026-06-28,Line D,A,480,90,1.6,420,364,56,Machine Failure
2026-06-28,Line D,B,480,0,1.6,652,615,37,Planned Maintenance
2026-06-28,Line D,C,480,30,1.6,707,662,45,Material Shortage
2026-06-29,Line A,A,480,20,1.6,504,485,19,Changeover
2026-06-29,Line A,B,480,120,1.6,387,356,31,Changeover
2026-06-29,Line A,C,480,0,1.6,602,549,53,No Downtime
2026-06-29,Line B,A,480,60,1.6,746,714,32,Machine Failure
2026-06-29,Line B,B,480,10,1.6,553,520,33,Quality Hold
2026-06-29,Line B,C,480,90,1.6,580,565,15,No Downtime
2026-06-29,Line C,A,480,90,1.6,482,459,23,Planned Maintenance
2026-06-29,Line C,B,480,0,1.6,603,566,37,Quality Hold
2026-06-29,Line C,C,480,0,1.6,520,509,11,Planned Maintenance
2026-06-29,Line D,A,480,10,1.6,424,395,29,Machine Failure
2026-06-29,Line D,B,480,45,1.6,494,485,9,Material Shortage
2026-06-29,Line D,C,480,30,1.6,447,391,56,Planned Maintenance
2026-06-30,Line A,A,480,45,1.6,721,677,44,Changeover
2026-06-30,Line A,B,480,30,1.6,607,595,12,Planned Maintenance
2026-06-30,Line A,C,480,0,1.6,457,441,16,Planned Maintenance
2026-06-30,Line B,A,480,10,1.6,648,624,24,Quality Hold
2026-06-30,Line B,B,480,10,1.6,635,607,28,Material Shortage
2026-06-30,Line B,C,480,30,1.6,678,658,20,Changeover
2026-06-30,Line C,A,480,10,1.6,427,378,49,Material Shortage
2026-06-30,Line C,B,480,20,1.6,607,593,14,No Downtime
2026-06-30,Line C,C,480,45,1.6,720,662,58,Planned Maintenance
2026-06-30,Line D,A,480,90,1.6,601,595,6,Quality Hold
2026-06-30,Line D,B,480,45,1.6,447,396,51,No Downtime
2026-06-30,Line D,C,480,20,1.6,442,383,59,Quality Hold
